a_o,mes,nacionalidad,codigo_iso_3166,femenino,masculino,total,latitud_longitud
2023,Abril,Hong Kong,344,0,1,1,"(10.445761,-75.516429)"
2019,Febrero,Mauricio,480,0,1,1,"(10.445761,-75.516429)"
2012,Octubre,Serbia,688,3,6,9,"(4.697144,-74.140516)"
2019,Septiembre,Honduras,340,0,44,44,"(12.5744111,-81.703935)"
2019,Junio,Islas Caimán/Territorio Británico de Ultramar,136,1,0,1,"(12.586067,-81.702563)"
2019,Junio,Polonia,616,1,0,1,"(-4.223468,-69.945098)"
2013,Junio,Bolivia,68,1,2,3,"(4.815061,-75.736532)"
2012,Diciembre,Costa Rica,188,7,9,16,"(4.815061,-75.736532)"
2012,Abril,Mónaco,492,1,1,2,"(4.697144,-74.140516)"
2021,Septiembre,Dominica,212,2,4,6,"(4.697144,-74.140516)"
2019,Octubre,Chile,152,1,0,1,"(8.36068,-72.409396)"
2023,Enero,San Marino,674,0,1,1,"(10.445761,-75.516429)"
2022,Septiembre,Nueva Zelanda,554,1,0,1,"(0.25129,-76.875963)"
2018,Noviembre,Honduras,340,334,351,685,"(4.697144,-74.140516)"
2016,Marzo,Lituania,440,1,3,4,"(0.25129,-76.875963)"
2012,Marzo,Panamá,591,467,851,1318,"(4.697144,-74.140516)"
2023,Junio,Panamá,591,2,1,3,"(0.814836,-77.662532)"
2018,Noviembre,Ecuador,218,86,112,198,"(6.171601,-75.427454)"
2012,Agosto,Grecia,300,0,2,2,"(10.445761,-75.516429)"
2012,Julio,Cuba,192,4,20,24,"(10.886611,-74.776708)"
2022,Septiembre,Costa Rica,188,4,3,7,"(12.586067,-81.702563)"
2019,Octubre,Liberia,430,1,3,4,"(4.697144,-74.140516)"
2012,Diciembre,Uruguay,858,0,3,3,"(8.635765,-77.346578)"
2022,Abril,Canadá,124,1,2,3,"(7.916725,-72.462544)"
2018,Febrero,Mónaco,492,0,1,1,"(3.541112,-76.384584)"
2013,Noviembre,Albania,8,0,2,2,"(4.697144,-74.140516)"
2015,Noviembre,Panamá,591,195,215,410,"(10.445761,-75.516429)"
2013,Noviembre,Argentina,32,1,3,4,"(11.247723,-74.213989)"
2012,Diciembre,Malasia,458,9,23,32,"(4.697144,-74.140516)"
2021,Septiembre,Filipinas,608,2,7,9,"(6.171601,-75.427454)"
2018,Diciembre,Antigua y Barbuda,28,0,1,1,"(7.818934,-72.453226)"
2012,Julio,Nueva Zelanda,554,2,5,7,"(6.171601,-75.427454)"
2017,Marzo,Francia,250,2,4,6,"(13.3387613,-81.372937)"
2019,Julio,Dinamarca,208,7,14,21,"(3.541112,-76.384584)"
2019,Marzo,Turquía,792,0,2,2,"(10.408582,-75.538003)"
2013,Marzo,Finlandia,246,0,8,8,"(10.445761,-75.516429)"
2023,Junio,Brasil,76,711,582,1293,"(10.445761,-75.516429)"
2015,Julio,Uruguay,858,1,4,5,"(-4.197703,-69.941278)"
2015,Julio,Estados Unidos de América,840,90,123,213,"(0.814836,-77.662532)"
2018,Abril,Austria,40,2,6,8,"(3.541112,-76.384584)"
2015,Octubre,Perú,604,28,42,70,"(-4.197703,-69.941278)"
2018,Enero,Japón,392,2,17,19,"(0.814836,-77.662532)"
2023,Febrero,Angola,24,0,7,7,"(4.697144,-74.140516)"
2019,Diciembre,Australia,36,86,178,264,"(6.171601,-75.427454)"
2014,Julio,Grecia,300,0,1,1,"(0.25129,-76.875963)"
2020,Junio,República Árabe Siria,760,0,1,1,"(4.697144,-74.140516)"
2016,Mayo,Myanmar,104,0,1,1,"(3.893038,-77.067921)"
2012,Febrero,Reino Unido de Gran Bretaña e Irlanda del Norte,826,3,8,11,"(7.818934,-72.453226)"
2016,Noviembre,Guyana,328,1,0,1,"(7.818934,-72.453226)"
2012,Junio,Alemania,276,7,7,14,"(-4.197703,-69.941278)"
2018,Junio,Antigua y Barbuda,28,1,1,2,"(10.445761,-75.516429)"
2019,Junio,Ucrania,804,0,1,1,"(9.402978,-75.681599)"
2019,Septiembre,México,484,0,1,1,"(10.971302,-74.765397)"
2019,Abril,Bélgica,56,0,4,4,"(3.893038,-77.067921)"
2016,Noviembre,San Marino,674,0,1,1,"(6.171601,-75.427454)"
2019,Octubre,Venezuela,862,11612,9895,21507,"(7.818934,-72.453226)"
2021,Marzo,Suiza,756,63,199,262,"(4.697144,-74.140516)"
2014,Diciembre,Suiza,756,1,4,5,"(11.360009,-72.129330)"
2015,Enero,Kirguistán,417,2,2,4,"(4.697144,-74.140516)"
2019,Junio,Francia,250,7,4,11,"(0.25129,-76.875963)"
2023,Abril,Italia,380,0,1,1,"(-4.223468,-69.945098)"
2013,Noviembre,Panamá,591,1,9,10,"(7.818934,-72.453226)"
2020,Enero,Reino Unido de Gran Bretaña e Irlanda del Norte,826,2,4,6,"(7.818934,-72.453226)"
2016,Febrero,República Dominicana,214,1,0,1,"(7.128456,-73.183637)"
2019,Agosto,Hungría,348,35,51,86,"(4.697144,-74.140516)"
2018,Noviembre,Grecia,300,3,19,22,"(10.445761,-75.516429)"
2014,Diciembre,Italia,380,36,122,158,"(10.445761,-75.516429)"
2015,Mayo,Chile,152,26,47,73,"(0.814836,-77.662532)"
2017,Diciembre,Ecuador,218,2,14,16,"(10.886611,-74.776708)"
2012,Octubre,Panamá,591,5,6,11,"(7.927209,-72.507910)"
2019,Abril,Polonia,616,0,4,4,"(8.066966,-76.735404)"
2021,Septiembre,Aruba,533,1,0,1,"(4.697144,-74.140516)"
2012,Mayo,España,724,1,2,3,"(13.3387613,-81.372937)"
2012,Mayo,Ucrania,804,1,0,1,"(6.171601,-75.427454)"
2014,Febrero,Sudáfrica,710,1,2,3,"(10.445761,-75.516429)"
2017,Agosto,Noruega,578,80,114,194,"(4.697144,-74.140516)"
2015,Mayo,Alemania,276,14,22,36,"(10.408582,-75.538003)"
2012,Marzo,Suiza,756,2,4,6,"(10.886611,-74.776708)"
2012,Agosto,República de Irlanda,372,5,9,14,"(10.445761,-75.516429)"
2013,Agosto,Cuba,192,8,12,20,"(10.445761,-75.516429)"
2017,Febrero,Venezuela,862,90,121,211,"(10.445761,-75.516429)"
2013,Enero,Bélgica,56,4,12,16,"(10.445761,-75.516429)"
2015,Diciembre,Federación de Rusia,643,3,3,6,"(11.360009,-72.129330)"
2015,Agosto,Dominica,212,0,4,4,"(10.445761,-75.516429)"
2014,Septiembre,Alemania,276,64,54,118,"(0.814836,-77.662532)"
2019,Septiembre,Japón,392,1,1,2,"(12.586067,-81.702563)"
2022,Marzo,Venezuela,862,0,6,6,"(11.247723,-74.213989)"
2016,Junio,Eslovenia,705,2,1,3,"(6.171601,-75.427454)"
2013,Agosto,Santa Lucia,662,1,1,2,"(10.445761,-75.516429)"
2018,Abril,Estonia,233,4,2,6,"(10.445761,-75.516429)"
2021,Marzo,Taiwán,158,1,2,3,"(6.171601,-75.427454)"
2022,Diciembre,Paraguay,600,2,0,2,"(11.117806,-74.232622)"
2015,Junio,Haití,332,8,26,34,"(4.697144,-74.140516)"
2015,Julio,Polonia,616,5,14,19,"(6.171601,-75.427454)"
2016,Septiembre,Taiwán,158,0,1,1,"(12.586067,-81.702563)"
2019,Diciembre,Japón,392,0,1,1,"(6.185799,-67.483929)"
2023,Enero,Suecia,752,1,1,2,"(8.364293,-72.405710)"
2015,Diciembre,Perú,604,5,7,12,"(7.128456,-73.183637)"
2022,Noviembre,San  Vicente y las Granadinas,670,2,4,6,"(4.697144,-74.140516)"
2012,Octubre,Santa Lucia,662,2,3,5,"(4.697144,-74.140516)"
2023,Febrero,Omán,512,3,3,6,"(4.697144,-74.140516)"
2022,Marzo,Austria,40,0,1,1,"(4.815061,-75.736532)"
2013,Agosto,República Democrática Popular  Lao,418,2,2,4,"(4.697144,-74.140516)"
2012,Septiembre,Luxemburgo,442,0,2,2,"(0.814836,-77.662532)"
2018,Noviembre,Alemania,276,1,0,1,"(12.5744111,-81.703935)"
2022,Noviembre,Francia,250,209,377,586,"(6.171601,-75.427454)"
2019,Enero,Reino Unido de Gran Bretaña e Irlanda del Norte,826,51,59,110,"(10.408582,-75.538003)"
2022,Junio,República Dominicana,214,1,1,2,"(7.088729,-70.740253)"
2015,Marzo,Federación de Rusia,643,11,11,22,"(0.814836,-77.662532)"
2012,Abril,Polonia,616,0,4,4,"(11.247723,-74.213989)"
2017,Mayo,Venezuela,862,10,12,22,"(3.866713,-67.927521)"
2021,Octubre,Bélgica,56,85,237,322,"(4.697144,-74.140516)"
2023,Mayo,República de Armenia,51,1,0,1,"(6.171601,-75.427454)"
2013,Octubre,Panamá,591,0,9,9,"(8.066966,-76.735404)"
2021,Noviembre,Grecia,300,0,1,1,"(4.815061,-75.736532)"
2014,Diciembre,Senegal,686,0,1,1,"(10.445761,-75.516429)"
2015,Octubre,Países Bajos,528,4,3,7,"(8.635765,-77.346578)"
2018,Abril,República Checa,203,17,2,19,"(8.635765,-77.346578)"
2022,Febrero,Canadá,124,1,9,10,"(10.408582,-75.538003)"
2016,Octubre,Guatemala,320,70,209,279,"(6.171601,-75.427454)"
2017,Marzo,Filipinas,608,1,58,59,"(10.408582,-75.538003)"
2017,Mayo,Venezuela,862,118,189,307,"(10.445761,-75.516429)"
2014,Junio,Panamá,591,0,1,1,"(0.814836,-77.662532)"
2022,Noviembre,Bolivia,68,0,2,2,"(6.18189,-67.47535)"
2020,Diciembre,Canadá,124,0,1,1,"(6.17134,-75.427194)"
2021,Noviembre,Alemania,276,1,6,7,"(4.815061,-75.736532)"
2012,Septiembre,Bulgaria,100,3,1,4,"(6.171601,-75.427454)"
2013,Febrero,Bélgica,56,1,0,1,"(11.360009,-72.129330)"
2019,Julio,Estados Unidos de América,840,69,73,142,"(7.128456,-73.183637)"
2022,Julio,Croacia,191,1,2,3,"(3.541112,-76.384584)"
2019,Febrero,Noruega,578,4,2,6,"(10.886611,-74.776708)"
2018,Julio,Estados Unidos de América,840,68,88,156,"(12.586067,-81.702563)"
2018,Abril,México,484,4212,7667,11879,"(4.697144,-74.140516)"
2017,Mayo,Turquía,792,1,16,17,"(6.171601,-75.427454)"
2012,Junio,Trinidad y Tobago,780,0,1,1,"(4.815061,-75.736532)"
2012,Diciembre,Sudáfrica,710,3,1,4,"(0.814836,-77.662532)"
2014,Agosto,Ecuador,218,3,10,13,"(-4.197703,-69.941278)"
2012,Abril,Suiza,756,2,1,3,"(7.818934,-72.453226)"
2012,Febrero,Cuba,192,65,156,221,"(4.697144,-74.140516)"
2015,Septiembre,Chile,152,56,25,81,"(12.586067,-81.702563)"
2014,Mayo,Austria,40,2,4,6,"(3.541112,-76.384584)"
2013,Febrero,República de Corea,410,1,3,4,"(10.445761,-75.516429)"
2012,Diciembre,Jamaica,388,1,2,3,"(3.541112,-76.384584)"
2021,Julio,Chile,152,6,7,13,"(7.818934,-72.453226)"
2022,Marzo,Suecia,752,3,6,9,"(3.541112,-76.384584)"
2013,Noviembre,Japón,392,0,1,1,"(12.586067,-81.702563)"
2017,Octubre,India,356,5,56,61,"(6.171601,-75.427454)"
2021,Septiembre,España,724,7,26,33,"(10.886611,-74.776708)"
2018,Mayo,Barbados,52,1,1,2,"(6.171601,-75.427454)"
2020,Febrero,Federación de Rusia,643,2,1,3,"(4.815061,-75.736532)"
2017,Febrero,Túnez,788,10,8,18,"(4.697144,-74.140516)"
2023,Enero,Nigeria,566,2,6,8,"(4.697144,-74.140516)"
2017,Agosto,Surinam,740,0,1,1,"(11.360009,-72.129330)"
2018,Abril,Arabia Saudita,682,1,4,5,"(4.697144,-74.140516)"
2017,Agosto,Panamá,591,364,376,740,"(10.445761,-75.516429)"
2022,Abril,Austria,40,1,0,1,"(4.452882,-75.766298)"
2014,Mayo,Polonia,616,5,4,9,"(0.814836,-77.662532)"
2016,Febrero,Canadá,124,22,49,71,"(10.886611,-74.776708)"
2020,Marzo,Nepal,524,0,4,4,"(4.697144,-74.140516)"
2015,Agosto,Honduras,340,9,15,24,"(10.445761,-75.516429)"
2016,Mayo,Ecuador,218,36,65,101,"(7.818934,-72.453226)"
2015,Diciembre,Francia,250,4,4,8,"(13.3387613,-81.372937)"
2022,Noviembre,Uruguay,858,135,90,225,"(10.445761,-75.516429)"
2016,Septiembre,Taiwán,158,0,5,5,"(0.814836,-77.662532)"
2014,Septiembre,Bélgica,56,1,1,2,"(11.247723,-74.213989)"
2021,Marzo,Italia,380,15,44,59,"(10.445761,-75.516429)"
2016,Mayo,Dinamarca,208,9,18,27,"(6.171601,-75.427454)"
2020,Marzo,Sri Lanka,144,3,2,5,"(4.697144,-74.140516)"
2014,Diciembre,Bután,64,0,1,1,"(4.697144,-74.140516)"
2016,Agosto,Bahamas,44,7,9,16,"(6.171601,-75.427454)"
2021,Mayo,España,724,1,3,4,"(7.128456,-73.183637)"
2020,Enero,Federación de Rusia,643,1,0,1,"(8.36068,-72.409396)"
2015,Enero,Perú,604,283,681,964,"(0.814836,-77.662532)"
2019,Julio,San Marino,674,0,1,1,"(10.445761,-75.516429)"
2023,Abril,Emiratos Árabes,784,0,1,1,"(3.541112,-76.384584)"
2022,Julio,Honduras,340,41,39,80,"(3.541112,-76.384584)"
2016,Noviembre,Bélgica,56,19,42,61,"(6.171601,-75.427454)"
2019,Febrero,El Salvador,222,0,1,1,"(11.360009,-72.129330)"
2022,Diciembre,Haití,332,4,3,7,"(6.171601,-75.427454)"
2020,Diciembre,Italia,380,5,1,6,"(7.818934,-72.453226)"
2013,Enero,España,724,1,1,2,"(4.452882,-75.766298)"
2018,Octubre,Canadá,124,2,6,8,"(7.128456,-73.183637)"
2018,Noviembre,Guatemala,320,0,1,1,"(11.360009,-72.129330)"
2017,Septiembre,Canadá,124,2,3,5,"(11.247723,-74.213989)"
2016,Noviembre,Nepal,524,0,2,2,"(3.541112,-76.384584)"
2016,Noviembre,Sudáfrica,710,5,9,14,"(6.171601,-75.427454)"
2012,Marzo,Líbano,422,5,5,10,"(11.360009,-72.129330)"
2019,Junio,Argentina,32,8,10,18,"(11.360009,-72.129330)"
2022,Septiembre,El Salvador,222,190,134,324,"(10.445761,-75.516429)"
2021,Octubre,Alemania,276,3,2,5,"(11.247723,-74.213989)"
2022,Diciembre,Polonia,616,5,8,13,"(10.886611,-74.776708)"
2018,Abril,Brasil,76,414,328,742,"(12.586067,-81.702563)"
2022,Marzo,Camerún,120,0,3,3,"(10.445761,-75.516429)"
2016,Diciembre,Estonia,233,1,3,4,"(6.171601,-75.427454)"
2021,Agosto,Cuba,192,0,8,8,"(4.815061,-75.736532)"
2019,Octubre,Zimbabue,716,4,3,7,"(4.697144,-74.140516)"
2013,Julio,Honduras,340,8,30,38,"(10.445761,-75.516429)"
2014,Septiembre,Estados Unidos de América,840,4509,9955,14464,"(4.697144,-74.140516)"
2014,Noviembre,Chile,152,20,50,70,"(0.814836,-77.662532)"
2018,Octubre,Panamá,591,2,15,17,"(10.408582,-75.538003)"
2017,Julio,Filipinas,608,0,1,1,"(9.402978,-75.681599)"
2015,Septiembre,Canadá,124,0,4,4,"(7.818934,-72.453226)"
2013,Abril,Isla de Man,833,36,30,66,"(0.814836,-77.662532)"
2019,Diciembre,Brasil,76,4218,4874,9092,"(4.697144,-74.140516)"
2018,Febrero,Nicaragua,558,0,1,1,"(10.408582,-75.538003)"
2014,Julio,República de Irlanda,372,3,10,13,"(-4.197703,-69.941278)"
2014,Enero,El Salvador,222,1,0,1,"(1.813928,-78.763924)"
2013,Septiembre,Nicaragua,558,1,1,2,"(7.128456,-73.183637)"
2021,Enero,Jamaica,388,0,5,5,"(10.445761,-75.516429)"
2014,Diciembre,Australia,36,1,10,11,"(7.818934,-72.453226)"
2018,Marzo,Costa Rica,188,175,138,313,"(10.445761,-75.516429)"
2023,Enero,Trinidad y Tobago,780,0,1,1,"(11.360009,-72.129330)"
2016,Enero,Andorra,20,0,2,2,"(4.452882,-75.766298)"
2023,Febrero,España,724,8,10,18,"(11.117806,-74.232622)"
2013,Julio,México,484,13,31,44,"(0.814836,-77.662532)"
2015,Agosto,Malawi,454,1,3,4,"(4.697144,-74.140516)"
2022,Noviembre,Canadá,124,3,5,8,"(-4.223468,-69.945098)"
2023,Enero,China,156,0,1,1,"(12.586067,-81.702563)"
2019,Junio,Guatemala,320,1,1,2,"(7.128456,-73.183637)"
2020,Enero,Países Bajos,528,19,22,41,"(10.408582,-75.538003)"
2013,Abril,Argentina,32,97,243,340,"(6.171601,-75.427454)"
2018,Septiembre,Angola,24,0,1,1,"(6.171601,-75.427454)"
2019,Agosto,Madagascar,450,1,0,1,"(6.171601,-75.427454)"
2015,Octubre,Nicaragua,558,64,71,135,"(4.697144,-74.140516)"
2021,Octubre,Australia,36,1,3,4,"(10.886611,-74.776708)"
2020,Mayo,Venezuela,862,6,29,35,"(4.697144,-74.140516)"
2023,Marzo,Lituania,440,3,0,3,"(10.408582,-75.538003)"
2015,Marzo,Antigua y Barbuda,28,0,1,1,"(10.445761,-75.516429)"
2014,Agosto,Lituania,440,1,0,1,"(6.171601,-75.427454)"
2019,Junio,Haití,332,1,9,10,"(6.171601,-75.427454)"
2022,Enero,Serbia,688,7,5,12,"(6.171601,-75.427454)"
2014,Diciembre,Polonia,616,0,1,1,"(11.247723,-74.213989)"
2015,Diciembre,Desconocido,99999,0,1,1,"(3.541112,-76.384584)"
2019,Septiembre,Alemania,276,8,8,16,"(8.635765,-77.346578)"
2019,Diciembre,Croacia,191,0,1,1,"(-4.223468,-69.945098)"
2013,Marzo,Israel,376,1,5,6,"(10.408582,-75.538003)"
2020,Enero,Brasil,76,0,1,1,"(6.185799,-67.483929)"
2019,Octubre,Letonia,428,1,1,2,"(0.814836,-77.662532)"
2018,Febrero,Francia,250,5,1,6,"(7.128456,-73.183637)"
2015,Febrero,Paraguay,600,0,1,1,"(11.360009,-72.129330)"
2017,Diciembre,Malta,470,1,1,2,"(6.171601,-75.427454)"
2016,Mayo,Uruguay,858,4,8,12,"(0.814836,-77.662532)"
2012,Julio,Bulgaria,100,7,3,10,"(4.697144,-74.140516)"
2014,Marzo,Grecia,300,0,1,1,"(11.247723,-74.213989)"
2021,Enero,Santa Lucia,662,1,0,1,"(4.697144,-74.140516)"
2015,Junio,Panamá,591,0,1,1,"(11.247723,-74.213989)"
2022,Mayo,Argentina,32,2455,3674,6129,"(4.697144,-74.140516)"
2021,Noviembre,Dinamarca,208,2,4,6,"(3.541112,-76.384584)"
2016,Junio,Filipinas,608,0,1,1,"(9.402978,-75.681599)"
2017,Noviembre,Jamaica,388,1,2,3,"(12.586067,-81.702563)"
2018,Noviembre,Etiopia,231,1,45,46,"(4.697144,-74.140516)"
2017,Octubre,Ecuador,218,0,4,4,"(7.128456,-73.183637)"
2017,Mayo,Alemania,276,37,54,91,"(3.541112,-76.384584)"
2016,Agosto,Santa Lucia,662,1,1,2,"(10.886611,-74.776708)"
2012,Octubre,Israel,376,1,3,4,"(-4.197703,-69.941278)"
2014,Febrero,Bélgica,56,1,4,5,"(7.818934,-72.453226)"
2019,Enero,Alemania,276,3,1,4,"(11.117806,-74.232622)"
2014,Diciembre,Filipinas,608,0,1,1,"(8.066966,-76.735404)"
2023,Abril,Países Bajos,528,37,18,55,"(10.408582,-75.538003)"
2015,Octubre,Francia,250,0,1,1,"(7.927209,-72.507910)"
2018,Agosto,Venezuela,862,1,34,35,"(12.165168,-71.983761)"
2017,Noviembre,Rumania,642,3,8,11,"(10.408582,-75.538003)"
2019,Febrero,Venezuela,862,22,19,41,"(10.408582,-75.538003)"
2015,Abril,Perú,604,0,1,1,"(3.893038,-77.067921)"
2012,Noviembre,República de Irlanda,372,3,12,15,"(6.171601,-75.427454)"
2019,Mayo,República de Corea,410,182,489,671,"(4.697144,-74.140516)"
2017,Marzo,República de Irlanda,372,4,6,10,"(3.541112,-76.384584)"
2022,Agosto,Nueva Zelanda,554,0,4,4,"(10.886611,-74.776708)"
2017,Julio,Zimbabue,716,1,1,2,"(10.445761,-75.516429)"
2019,Junio,Indonesia,360,0,2,2,"(3.541112,-76.384584)"
2019,Mayo,Ecuador,218,1399,2116,3515,"(0.814836,-77.662532)"
2013,Febrero,Isla de Man,833,14,40,54,"(6.171601,-75.427454)"
2019,Noviembre,Perú,604,2,3,5,"(-4.197703,-69.941278)"
2018,Junio,Turquía,792,1,4,5,"(10.408582,-75.538003)"
2018,Septiembre,Paraguay,600,12,7,19,"(10.886611,-74.776708)"
2012,Diciembre,Alemania,276,52,72,124,"(0.814836,-77.662532)"
2017,Diciembre,República de Irlanda,372,1,1,2,"(-4.197703,-69.941278)"
2013,Noviembre,República Dominicana,214,0,1,1,"(12.586067,-81.702563)"
2022,Diciembre,Liberia,430,0,2,2,"(10.445761,-75.516429)"
2013,Octubre,Brasil,76,2868,4306,7174,"(4.697144,-74.140516)"
2012,Agosto,India,356,5,22,27,"(6.171601,-75.427454)"
2019,Mayo,Letonia,428,1,1,2,"(3.541112,-76.384584)"
2013,Julio,Australia,36,6,7,13,"(10.886611,-74.776708)"
2019,Abril,México,484,14,15,29,"(4.815061,-75.736532)"
2022,Diciembre,Venezuela,862,0,40,40,"(10.408582,-75.538003)"
2012,Mayo,República de Irlanda,372,1,1,2,"(-4.197703,-69.941278)"
2013,Agosto,Desconocido,99999,0,1,1,"(4.697144,-74.140516)"
2019,Mayo,Costa Rica,188,1,0,1,"(11.360009,-72.129330)"
2018,Febrero,Belice,84,0,2,2,"(6.171601,-75.427454)"
2018,Marzo,Kazajistán,398,2,0,2,"(10.445761,-75.516429)"
2016,Febrero,Andorra,20,1,0,1,"(3.541112,-76.384584)"
2016,Enero,Suecia,752,1,2,3,"(12.586067,-81.702563)"
2023,Abril,Estados Unidos de América,840,2,4,6,"(11.247723,-74.213989)"
2019,Junio,Perú,604,2,2,4,"(4.452882,-75.766298)"
2019,Mayo,Portugal,620,1,1,2,"(8.36068,-72.409396)"
2017,Agosto,Guyana,328,1,1,2,"(7.818934,-72.453226)"
2012,Noviembre,República de Irlanda,372,8,15,23,"(10.445761,-75.516429)"
2019,Octubre,Macedonia,807,6,4,10,"(4.697144,-74.140516)"
2022,Octubre,Venezuela,862,13,30,43,"(-4.197703,-69.941278)"
2022,Junio,Malta,470,2,4,6,"(6.171601,-75.427454)"
2017,Mayo,Irán,364,0,1,1,"(6.171601,-75.427454)"
2013,Agosto,Hungría,348,0,1,1,"(0.814836,-77.662532)"
2022,Julio,Países Bajos,528,12,10,22,"(8.635765,-77.346578)"
2019,Agosto,Antigua y Barbuda,28,1,0,1,"(10.445761,-75.516429)"
2018,Julio,Cuba,192,1,3,4,"(0.814836,-77.662532)"
2016,Noviembre,Italia,380,51,105,156,"(10.445761,-75.516429)"
2018,Septiembre,Federación de Rusia,643,1,1,2,"(4.815061,-75.736532)"
2012,Octubre,Nueva Zelanda,554,1,1,2,"(6.171601,-75.427454)"
2022,Diciembre,Turquía,792,0,1,1,"(11.247723,-74.213989)"
2016,Marzo,Pakistán,586,12,15,27,"(4.697144,-74.140516)"
2022,Octubre,Perú,604,7,8,15,"(7.927209,-72.507910)"
2018,Marzo,Georgia,268,1,2,3,"(10.445761,-75.516429)"
2012,Marzo,Perú,604,127,89,216,"(10.445761,-75.516429)"
2012,Abril,Lituania,440,4,9,13,"(4.697144,-74.140516)"
2015,Septiembre,Japón,392,0,7,7,"(4.815061,-75.736532)"
2013,Diciembre,República Checa,203,4,6,10,"(0.814836,-77.662532)"
2017,Junio,Filipinas,608,0,2,2,"(7.818934,-72.453226)"
2012,Febrero,Guatemala,320,22,44,66,"(6.171601,-75.427454)"
2012,Marzo,Brasil,76,39,28,67,"(12.586067,-81.702563)"
2019,Octubre,El Salvador,222,0,1,1,"(10.408582,-75.538003)"
2020,Noviembre,Kazajistán,398,2,1,3,"(4.697144,-74.140516)"
2012,Julio,Turquía,792,0,5,5,"(7.818934,-72.453226)"
2014,Octubre,Países Bajos,528,270,319,589,"(6.171601,-75.427454)"
2019,Septiembre,Nueva Zelanda,554,13,21,34,"(10.445761,-75.516429)"
2019,Agosto,Francia,250,1,3,4,"(7.818934,-72.453226)"
2018,Abril,Chile,152,33,54,87,"(3.541112,-76.384584)"
2018,Abril,Nueva Zelanda,554,16,18,34,"(10.445761,-75.516429)"
2012,Abril,Estados Unidos de América,840,0,1,1,"(11.528919,-72.919681)"
2016,Septiembre,Portugal,620,1,6,7,"(10.886611,-74.776708)"
2021,Junio,Suiza,756,80,160,240,"(4.697144,-74.140516)"
2014,Septiembre,Guinea Ecuatorial,226,1,0,1,"(3.541112,-76.384584)"
2018,Mayo,Bolivia,68,16,16,32,"(0.814836,-77.662532)"
2019,Diciembre,India,356,4,7,11,"(3.541112,-76.384584)"
2016,Enero,Haití,332,0,1,1,"(10.886611,-74.776708)"
2022,Febrero,Guyana,328,0,5,5,"(4.697144,-74.140516)"
2013,Marzo,Italia,380,1,0,1,"(13.3387613,-81.372937)"
2018,Julio,Reino Unido de Gran Bretaña e Irlanda del Norte,826,55,70,126,"(10.886611,-74.776708)"
2022,Agosto,Jamaica,388,0,1,1,"(-4.197703,-69.941278)"
2021,Diciembre,República Dominicana,214,1388,1409,2798,"(4.697144,-74.140516)"
2012,Febrero,Bulgaria,100,4,7,11,"(4.697144,-74.140516)"
2023,Marzo,Brasil,76,162,155,317,"(12.586067,-81.702563)"
2021,Abril,Estados Unidos de América,840,128,161,289,"(4.452882,-75.766298)"
2012,Enero,Uzbekistán,860,0,1,1,"(3.541112,-76.384584)"
2017,Enero,Ucrania,804,34,28,62,"(4.697144,-74.140516)"
2016,Junio,Venezuela,862,0,2,2,"(12.5744111,-81.703935)"
2013,Marzo,Noruega,578,0,1,1,"(7.927209,-72.507910)"
2012,Marzo,Chile,152,8,28,36,"(10.886611,-74.776708)"
2019,Abril,Eslovaquia,703,2,2,4,"(10.445761,-75.516429)"
2022,Octubre,Desconocido,99999,2,0,2,"(7.818934,-72.453226)"
2012,Octubre,Ecuador,218,79,126,205,"(7.818934,-72.453226)"
2013,Enero,Puerto Rico/Territorio de Estados Unidos,630,0,3,3,"(4.697144,-74.140516)"
2022,Septiembre,Singapur,702,0,1,1,"(10.408582,-75.538003)"
2017,Junio,Arabia Saudita,682,1,0,1,"(3.541112,-76.384584)"
2023,Mayo,Croacia,191,0,1,1,"(3.893038,-77.067921)"
2018,Julio,México,484,2,1,3,"(7.088729,-70.740253)"
2013,Noviembre,España,724,3,23,26,"(4.815061,-75.736532)"
2012,Junio,Dinamarca,208,1,0,1,"(7.818934,-72.453226)"
2012,Octubre,Países Bajos,528,5,4,9,"(10.886611,-74.776708)"
2012,Noviembre,Finlandia,246,2,0,2,"(12.586067,-81.702563)"
2018,Junio,Francia,250,6,2,8,"(-4.197703,-69.941278)"
2019,Febrero,Bélgica,56,0,1,1,"(7.128456,-73.183637)"
2022,Marzo,Macedonia,807,0,1,1,"(0.814836,-77.662532)"
2022,Diciembre,Brasil,76,10,6,16,"(11.117806,-74.232622)"
2014,Noviembre,Tailandia,764,1,0,1,"(6.171601,-75.427454)"
2017,Diciembre,Noruega,578,0,1,1,"(-4.223468,-69.945098)"
2022,Enero,República de Belarús,112,0,1,1,"(10.408582,-75.538003)"
2018,Junio,Dinamarca,208,13,16,29,"(10.445761,-75.516429)"
2018,Marzo,Sudáfrica,710,3,5,8,"(10.408582,-75.538003)"
2020,Diciembre,Croacia,191,1,0,1,"(10.445761,-75.516429)"
2023,Junio,República de Irlanda,372,9,8,17,"(8.635765,-77.346578)"
2013,Diciembre,Israel,376,0,1,1,"(4.452882,-75.766298)"
2015,Junio,Perú,604,151,219,370,"(3.541112,-76.384584)"
2019,Diciembre,Turquía,792,0,4,4,"(9.402978,-75.681599)"
2016,Marzo,Croacia,191,0,2,2,"(9.402978,-75.681599)"
2022,Abril,Filipinas,608,6,57,63,"(10.445761,-75.516429)"
